indice,nivel_territorial,unidade_de_medida,valor,regiao,variavel,periodo,categorias,tabela
571,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,Total,tabela_1616_var_4110
572,Unidade da Federação,%,"21,80",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,Menos de 1 mês,tabela_1616_var_4110
573,Unidade da Federação,%,"61,30",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,De 1 mês a menos de 1 ano,tabela_1616_var_4110
574,Unidade da Federação,%,"10,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,De 1 ano a menos de 2 anos,tabela_1616_var_4110
575,Unidade da Federação,%,"6,70",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,2 anos ou mais,tabela_1616_var_4110
576,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,Total,tabela_1616_var_4110
577,Unidade da Federação,%,"26,30",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,Menos de 1 mês,tabela_1616_var_4110
578,Unidade da Federação,%,"55,60",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,De 1 mês a menos de 1 ano,tabela_1616_var_4110
579,Unidade da Federação,%,"9,50",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,De 1 ano a menos de 2 anos,tabela_1616_var_4110
580,Unidade da Federação,%,"8,60",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,2 anos ou mais,tabela_1616_var_4110
581,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2017,Total,tabela_1616_var_4110
582,Unidade da Federação,%,"31,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2017,Menos de 1 mês,tabela_1616_var_4110
583,Unidade da Federação,%,"59,30",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2017,De 1 mês a menos de 1 ano,tabela_1616_var_4110
584,Unidade da Federação,%,"4,30",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2017,De 1 ano a menos de 2 anos,tabela_1616_var_4110
585,Unidade da Federação,%,"4,60",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2017,2 anos ou mais,tabela_1616_var_4110
586,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2017,Total,tabela_1616_var_4110
587,Unidade da Federação,%,"35,80",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2017,Menos de 1 mês,tabela_1616_var_4110
588,Unidade da Federação,%,"54,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2017,De 1 mês a menos de 1 ano,tabela_1616_var_4110
589,Unidade da Federação,%,"4,40",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2017,De 1 ano a menos de 2 anos,tabela_1616_var_4110
590,Unidade da Federação,%,"5,50",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2017,2 anos ou mais,tabela_1616_var_4110
591,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2017,Total,tabela_1616_var_4110
592,Unidade da Federação,%,"34,40",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2017,Menos de 1 mês,tabela_1616_var_4110
593,Unidade da Federação,%,"56,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2017,De 1 mês a menos de 1 ano,tabela_1616_var_4110
594,Unidade da Federação,%,"4,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2017,De 1 ano a menos de 2 anos,tabela_1616_var_4110
595,Unidade da Federação,%,"5,60",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2017,2 anos ou mais,tabela_1616_var_4110
596,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2017,Total,tabela_1616_var_4110
597,Unidade da Federação,%,"43,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2017,Menos de 1 mês,tabela_1616_var_4110
598,Unidade da Federação,%,"48,60",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2017,De 1 mês a menos de 1 ano,tabela_1616_var_4110
599,Unidade da Federação,%,"4,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2017,De 1 ano a menos de 2 anos,tabela_1616_var_4110
600,Unidade da Federação,%,"3,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2017,2 anos ou mais,tabela_1616_var_4110
601,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2018,Total,tabela_1616_var_4110
602,Unidade da Federação,%,"41,60",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2018,Menos de 1 mês,tabela_1616_var_4110
603,Unidade da Federação,%,"50,60",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2018,De 1 mês a menos de 1 ano,tabela_1616_var_4110
604,Unidade da Federação,%,"4,70",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2018,De 1 ano a menos de 2 anos,tabela_1616_var_4110
605,Unidade da Federação,%,"3,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2018,2 anos ou mais,tabela_1616_var_4110
606,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2018,Total,tabela_1616_var_4110
607,Unidade da Federação,%,"50,50",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2018,Menos de 1 mês,tabela_1616_var_4110
608,Unidade da Federação,%,"42,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2018,De 1 mês a menos de 1 ano,tabela_1616_var_4110
609,Unidade da Federação,%,"3,50",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2018,De 1 ano a menos de 2 anos,tabela_1616_var_4110
610,Unidade da Federação,%,"4,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2018,2 anos ou mais,tabela_1616_var_4110
611,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2018,Total,tabela_1616_var_4110
612,Unidade da Federação,%,"47,60",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2018,Menos de 1 mês,tabela_1616_var_4110
613,Unidade da Federação,%,"43,60",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2018,De 1 mês a menos de 1 ano,tabela_1616_var_4110
614,Unidade da Federação,%,"3,10",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2018,De 1 ano a menos de 2 anos,tabela_1616_var_4110
615,Unidade da Federação,%,"5,70",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2018,2 anos ou mais,tabela_1616_var_4110
616,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2018,Total,tabela_1616_var_4110
617,Unidade da Federação,%,"48,50",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2018,Menos de 1 mês,tabela_1616_var_4110
618,Unidade da Federação,%,"42,10",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2018,De 1 mês a menos de 1 ano,tabela_1616_var_4110
619,Unidade da Federação,%,"4,10",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2018,De 1 ano a menos de 2 anos,tabela_1616_var_4110
620,Unidade da Federação,%,"5,30",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2018,2 anos ou mais,tabela_1616_var_4110
621,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2019,Total,tabela_1616_var_4110
622,Unidade da Federação,%,"57,10",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2019,Menos de 1 mês,tabela_1616_var_4110
623,Unidade da Federação,%,"35,50",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2019,De 1 mês a menos de 1 ano,tabela_1616_var_4110
624,Unidade da Federação,%,"3,70",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2019,De 1 ano a menos de 2 anos,tabela_1616_var_4110
625,Unidade da Federação,%,"3,80",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2019,2 anos ou mais,tabela_1616_var_4110
626,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2019,Total,tabela_1616_var_4110
627,Unidade da Federação,%,"52,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2019,Menos de 1 mês,tabela_1616_var_4110
628,Unidade da Federação,%,"40,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2019,De 1 mês a menos de 1 ano,tabela_1616_var_4110
629,Unidade da Federação,%,"3,10",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2019,De 1 ano a menos de 2 anos,tabela_1616_var_4110
630,Unidade da Federação,%,"3,70",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2019,2 anos ou mais,tabela_1616_var_4110
631,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2019,Total,tabela_1616_var_4110
632,Unidade da Federação,%,"59,30",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2019,Menos de 1 mês,tabela_1616_var_4110
633,Unidade da Federação,%,"34,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2019,De 1 mês a menos de 1 ano,tabela_1616_var_4110
634,Unidade da Federação,%,"2,70",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2019,De 1 ano a menos de 2 anos,tabela_1616_var_4110
635,Unidade da Federação,%,"3,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2019,2 anos ou mais,tabela_1616_var_4110
636,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2019,Total,tabela_1616_var_4110
637,Unidade da Federação,%,"59,40",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2019,Menos de 1 mês,tabela_1616_var_4110
638,Unidade da Federação,%,"35,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2019,De 1 mês a menos de 1 ano,tabela_1616_var_4110
639,Unidade da Federação,%,"3,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2019,De 1 ano a menos de 2 anos,tabela_1616_var_4110
640,Unidade da Federação,%,"1,70",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2019,2 anos ou mais,tabela_1616_var_4110
641,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,Total,tabela_1616_var_4110
642,Unidade da Federação,%,"55,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,Menos de 1 mês,tabela_1616_var_4110
643,Unidade da Federação,%,"37,10",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,De 1 mês a menos de 1 ano,tabela_1616_var_4110
644,Unidade da Federação,%,"3,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,De 1 ano a menos de 2 anos,tabela_1616_var_4110
645,Unidade da Federação,%,"3,80",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,2 anos ou mais,tabela_1616_var_4110
646,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,Total,tabela_1616_var_4110
647,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,Menos de 1 mês,tabela_1616_var_4110
648,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,De 1 mês a menos de 1 ano,tabela_1616_var_4110
649,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,De 1 ano a menos de 2 anos,tabela_1616_var_4110
650,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,2 anos ou mais,tabela_1616_var_4110
651,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2020,Total,tabela_1616_var_4110
652,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2020,Menos de 1 mês,tabela_1616_var_4110
653,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2020,De 1 mês a menos de 1 ano,tabela_1616_var_4110
654,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2020,De 1 ano a menos de 2 anos,tabela_1616_var_4110
655,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2020,2 anos ou mais,tabela_1616_var_4110
656,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,Total,tabela_1616_var_4110
657,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,Menos de 1 mês,tabela_1616_var_4110
658,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,De 1 mês a menos de 1 ano,tabela_1616_var_4110
659,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,De 1 ano a menos de 2 anos,tabela_1616_var_4110
660,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,2 anos ou mais,tabela_1616_var_4110
661,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,Total,tabela_1616_var_4110
662,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,Menos de 1 mês,tabela_1616_var_4110
663,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,De 1 mês a menos de 1 ano,tabela_1616_var_4110
664,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,De 1 ano a menos de 2 anos,tabela_1616_var_4110
665,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,2 anos ou mais,tabela_1616_var_4110
666,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,Total,tabela_1616_var_4110
667,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,Menos de 1 mês,tabela_1616_var_4110
668,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,De 1 mês a menos de 1 ano,tabela_1616_var_4110
669,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,De 1 ano a menos de 2 anos,tabela_1616_var_4110
670,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,2 anos ou mais,tabela_1616_var_4110
671,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,Total,tabela_1616_var_4110
672,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,Menos de 1 mês,tabela_1616_var_4110
673,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,De 1 mês a menos de 1 ano,tabela_1616_var_4110
674,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,De 1 ano a menos de 2 anos,tabela_1616_var_4110
675,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,2 anos ou mais,tabela_1616_var_4110
676,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,Total,tabela_1616_var_4110
677,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,Menos de 1 mês,tabela_1616_var_4110
678,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,De 1 mês a menos de 1 ano,tabela_1616_var_4110
679,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,De 1 ano a menos de 2 anos,tabela_1616_var_4110
680,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,2 anos ou mais,tabela_1616_var_4110
681,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,Total,tabela_1616_var_4110
682,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,Menos de 1 mês,tabela_1616_var_4110
683,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4110
684,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4110
685,Unidade da Federação,%,nan,Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,2 anos ou mais,tabela_1616_var_4110
686,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,Total,tabela_1616_var_4110
687,Unidade da Federação,%,"33,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,Menos de 1 mês,tabela_1616_var_4110
688,Unidade da Federação,%,"49,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4110
689,Unidade da Federação,%,"6,50",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4110
690,Unidade da Federação,%,"10,40",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,2 anos ou mais,tabela_1616_var_4110
691,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,Total,tabela_1616_var_4110
692,Unidade da Federação,%,"38,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,Menos de 1 mês,tabela_1616_var_4110
693,Unidade da Federação,%,"43,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4110
694,Unidade da Federação,%,"7,80",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4110
695,Unidade da Federação,%,"10,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,2 anos ou mais,tabela_1616_var_4110
696,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,Total,tabela_1616_var_4110
697,Unidade da Federação,%,"39,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,Menos de 1 mês,tabela_1616_var_4110
698,Unidade da Federação,%,"44,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4110
699,Unidade da Federação,%,"5,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4110
700,Unidade da Federação,%,"10,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,2 anos ou mais,tabela_1616_var_4110
701,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,Total,tabela_1616_var_4110
702,Unidade da Federação,%,"38,70",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,Menos de 1 mês,tabela_1616_var_4110
703,Unidade da Federação,%,"42,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4110
704,Unidade da Federação,%,"6,40",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4110
705,Unidade da Federação,%,"12,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,2 anos ou mais,tabela_1616_var_4110
706,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,Total,tabela_1616_var_4110
707,Unidade da Federação,%,"42,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,Menos de 1 mês,tabela_1616_var_4110
708,Unidade da Federação,%,"40,50",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4110
709,Unidade da Federação,%,"4,90",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4110
710,Unidade da Federação,%,"12,30",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,2 anos ou mais,tabela_1616_var_4110
711,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,Total,tabela_1616_var_4110
712,Unidade da Federação,%,"46,10",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,Menos de 1 mês,tabela_1616_var_4110
713,Unidade da Federação,%,"37,20",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4110
714,Unidade da Federação,%,"7,40",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4110
715,Unidade da Federação,%,"9,30",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,2 anos ou mais,tabela_1616_var_4110
716,Unidade da Federação,%,"100,00",Piauí,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,Total,tabela_1616_var_4110
