indice,nivel_territorial,unidade_de_medida,valor,regiao,variavel,periodo,categorias,tabela
163,Grande Região,Mil pessoas,"3.727,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
164,Grande Região,Mil pessoas,"938,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,Outros serviços,tabela_4362_var_4090
165,Grande Região,Mil pessoas,"1.454,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,Serviços domésticos,tabela_4362_var_4090
166,Grande Região,Mil pessoas,"22.627,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Total,tabela_4362_var_4090
167,Grande Região,Mil pessoas,"3.622,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
168,Grande Região,Mil pessoas,"2.189,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Indústria geral,tabela_4362_var_4090
169,Grande Região,Mil pessoas,"2.044,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Construção,tabela_4362_var_4090
170,Grande Região,Mil pessoas,"4.679,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
171,Grande Região,Mil pessoas,"918,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Transporte, armazenagem e correio",tabela_4362_var_4090
172,Grande Região,Mil pessoas,"1.155,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Alojamento e alimentação,tabela_4362_var_4090
173,Grande Região,Mil pessoas,"1.775,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
174,Grande Região,Mil pessoas,"3.733,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
175,Grande Região,Mil pessoas,"986,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Outros serviços,tabela_4362_var_4090
176,Grande Região,Mil pessoas,"1.525,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Serviços domésticos,tabela_4362_var_4090
177,Grande Região,Mil pessoas,"21.323,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Total,tabela_4362_var_4090
178,Grande Região,Mil pessoas,"3.274,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
179,Grande Região,Mil pessoas,"1.988,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Indústria geral,tabela_4362_var_4090
180,Grande Região,Mil pessoas,"1.881,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Construção,tabela_4362_var_4090
181,Grande Região,Mil pessoas,"4.476,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
182,Grande Região,Mil pessoas,"962,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Transporte, armazenagem e correio",tabela_4362_var_4090
183,Grande Região,Mil pessoas,"1.104,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Alojamento e alimentação,tabela_4362_var_4090
184,Grande Região,Mil pessoas,"1.588,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
185,Grande Região,Mil pessoas,"3.674,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
186,Grande Região,Mil pessoas,"930,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Outros serviços,tabela_4362_var_4090
187,Grande Região,Mil pessoas,"1.446,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Serviços domésticos,tabela_4362_var_4090
188,Grande Região,Mil pessoas,"21.042,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,Total,tabela_4362_var_4090
189,Grande Região,Mil pessoas,"2.885,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
190,Grande Região,Mil pessoas,"1.952,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,Indústria geral,tabela_4362_var_4090
191,Grande Região,Mil pessoas,"1.780,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,Construção,tabela_4362_var_4090
192,Grande Região,Mil pessoas,"4.441,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
193,Grande Região,Mil pessoas,"945,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,"Transporte, armazenagem e correio",tabela_4362_var_4090
194,Grande Região,Mil pessoas,"1.230,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,Alojamento e alimentação,tabela_4362_var_4090
195,Grande Região,Mil pessoas,"1.565,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
196,Grande Região,Mil pessoas,"3.811,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
197,Grande Região,Mil pessoas,"960,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,Outros serviços,tabela_4362_var_4090
198,Grande Região,Mil pessoas,"1.461,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2017,Serviços domésticos,tabela_4362_var_4090
199,Grande Região,Mil pessoas,"21.231,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,Total,tabela_4362_var_4090
200,Grande Região,Mil pessoas,"2.765,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
201,Grande Região,Mil pessoas,"2.011,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,Indústria geral,tabela_4362_var_4090
202,Grande Região,Mil pessoas,"1.602,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,Construção,tabela_4362_var_4090
203,Grande Região,Mil pessoas,"4.444,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
204,Grande Região,Mil pessoas,"959,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,"Transporte, armazenagem e correio",tabela_4362_var_4090
205,Grande Região,Mil pessoas,"1.339,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,Alojamento e alimentação,tabela_4362_var_4090
206,Grande Região,Mil pessoas,"1.682,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
207,Grande Região,Mil pessoas,"3.951,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
208,Grande Região,Mil pessoas,"1.056,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,Outros serviços,tabela_4362_var_4090
209,Grande Região,Mil pessoas,"1.417,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2018,Serviços domésticos,tabela_4362_var_4090
210,Grande Região,Mil pessoas,"21.591,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,Total,tabela_4362_var_4090
211,Grande Região,Mil pessoas,"2.851,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
212,Grande Região,Mil pessoas,"2.072,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,Indústria geral,tabela_4362_var_4090
213,Grande Região,Mil pessoas,"1.629,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,Construção,tabela_4362_var_4090
214,Grande Região,Mil pessoas,"4.475,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
215,Grande Região,Mil pessoas,"974,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,"Transporte, armazenagem e correio",tabela_4362_var_4090
216,Grande Região,Mil pessoas,"1.357,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,Alojamento e alimentação,tabela_4362_var_4090
217,Grande Região,Mil pessoas,"1.681,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
218,Grande Região,Mil pessoas,"3.973,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
219,Grande Região,Mil pessoas,"1.110,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,Outros serviços,tabela_4362_var_4090
220,Grande Região,Mil pessoas,"1.464,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2019,Serviços domésticos,tabela_4362_var_4090
221,Grande Região,Mil pessoas,"19.013,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,Total,tabela_4362_var_4090
222,Grande Região,Mil pessoas,"2.380,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
223,Grande Região,Mil pessoas,"1.845,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,Indústria geral,tabela_4362_var_4090
224,Grande Região,Mil pessoas,"1.367,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,Construção,tabela_4362_var_4090
225,Grande Região,Mil pessoas,"4.019,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
226,Grande Região,Mil pessoas,"852,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,"Transporte, armazenagem e correio",tabela_4362_var_4090
227,Grande Região,Mil pessoas,"1.052,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,Alojamento e alimentação,tabela_4362_var_4090
228,Grande Região,Mil pessoas,"1.634,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
229,Grande Região,Mil pessoas,"3.820,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
230,Grande Região,Mil pessoas,"912,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,Outros serviços,tabela_4362_var_4090
231,Grande Região,Mil pessoas,"1.132,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2020,Serviços domésticos,tabela_4362_var_4090
232,Grande Região,Mil pessoas,"19.811,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,Total,tabela_4362_var_4090
233,Grande Região,Mil pessoas,"2.830,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
234,Grande Região,Mil pessoas,"1.781,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,Indústria geral,tabela_4362_var_4090
235,Grande Região,Mil pessoas,"1.646,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,Construção,tabela_4362_var_4090
236,Grande Região,Mil pessoas,"4.027,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
237,Grande Região,Mil pessoas,"857,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,"Transporte, armazenagem e correio",tabela_4362_var_4090
238,Grande Região,Mil pessoas,"1.159,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,Alojamento e alimentação,tabela_4362_var_4090
239,Grande Região,Mil pessoas,"1.681,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
240,Grande Região,Mil pessoas,"3.690,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
241,Grande Região,Mil pessoas,"965,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,Outros serviços,tabela_4362_var_4090
242,Grande Região,Mil pessoas,"1.166,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2021,Serviços domésticos,tabela_4362_var_4090
243,Grande Região,Mil pessoas,"21.848,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,Total,tabela_4362_var_4090
244,Grande Região,Mil pessoas,"2.813,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
245,Grande Região,Mil pessoas,"1.941,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,Indústria geral,tabela_4362_var_4090
246,Grande Região,Mil pessoas,"1.736,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,Construção,tabela_4362_var_4090
247,Grande Região,Mil pessoas,"4.636,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
248,Grande Região,Mil pessoas,"927,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,"Transporte, armazenagem e correio",tabela_4362_var_4090
249,Grande Região,Mil pessoas,"1.320,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,Alojamento e alimentação,tabela_4362_var_4090
250,Grande Região,Mil pessoas,"1.781,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
251,Grande Região,Mil pessoas,"4.152,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
252,Grande Região,Mil pessoas,"1.197,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,Outros serviços,tabela_4362_var_4090
253,Grande Região,Mil pessoas,"1.338,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2022,Serviços domésticos,tabela_4362_var_4090
254,Grande Região,Mil pessoas,"22.412,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,Total,tabela_4362_var_4090
255,Grande Região,Mil pessoas,"2.848,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
256,Grande Região,Mil pessoas,"1.945,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,Indústria geral,tabela_4362_var_4090
257,Grande Região,Mil pessoas,"1.728,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,Construção,tabela_4362_var_4090
258,Grande Região,Mil pessoas,"4.594,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
259,Grande Região,Mil pessoas,"992,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,"Transporte, armazenagem e correio",tabela_4362_var_4090
260,Grande Região,Mil pessoas,"1.307,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,Alojamento e alimentação,tabela_4362_var_4090
261,Grande Região,Mil pessoas,"1.997,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
262,Grande Região,Mil pessoas,"4.441,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
263,Grande Região,Mil pessoas,"1.140,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,Outros serviços,tabela_4362_var_4090
264,Grande Região,Mil pessoas,"1.416,00",Nordeste,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2023,Serviços domésticos,tabela_4362_var_4090
265,Unidade da Federação,Mil pessoas,"1.331,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,Total,tabela_4362_var_4090
266,Unidade da Federação,Mil pessoas,"318,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
267,Unidade da Federação,Mil pessoas,"109,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,Indústria geral,tabela_4362_var_4090
268,Unidade da Federação,Mil pessoas,"117,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,Construção,tabela_4362_var_4090
269,Unidade da Federação,Mil pessoas,"265,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
270,Unidade da Federação,Mil pessoas,"38,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,"Transporte, armazenagem e correio",tabela_4362_var_4090
271,Unidade da Federação,Mil pessoas,"56,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,Alojamento e alimentação,tabela_4362_var_4090
272,Unidade da Federação,Mil pessoas,"60,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
273,Unidade da Federação,Mil pessoas,"214,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
274,Unidade da Federação,Mil pessoas,"49,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,Outros serviços,tabela_4362_var_4090
275,Unidade da Federação,Mil pessoas,"107,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2012,Serviços domésticos,tabela_4362_var_4090
276,Unidade da Federação,Mil pessoas,"1.364,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,Total,tabela_4362_var_4090
277,Unidade da Federação,Mil pessoas,"334,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
278,Unidade da Federação,Mil pessoas,"80,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,Indústria geral,tabela_4362_var_4090
279,Unidade da Federação,Mil pessoas,"132,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,Construção,tabela_4362_var_4090
280,Unidade da Federação,Mil pessoas,"278,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
281,Unidade da Federação,Mil pessoas,"40,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,"Transporte, armazenagem e correio",tabela_4362_var_4090
282,Unidade da Federação,Mil pessoas,"58,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,Alojamento e alimentação,tabela_4362_var_4090
283,Unidade da Federação,Mil pessoas,"68,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
284,Unidade da Federação,Mil pessoas,"232,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
285,Unidade da Federação,Mil pessoas,"56,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,Outros serviços,tabela_4362_var_4090
286,Unidade da Federação,Mil pessoas,"87,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2013,Serviços domésticos,tabela_4362_var_4090
287,Unidade da Federação,Mil pessoas,"1.399,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,Total,tabela_4362_var_4090
288,Unidade da Federação,Mil pessoas,"347,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
289,Unidade da Federação,Mil pessoas,"92,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,Indústria geral,tabela_4362_var_4090
290,Unidade da Federação,Mil pessoas,"131,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,Construção,tabela_4362_var_4090
291,Unidade da Federação,Mil pessoas,"276,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
292,Unidade da Federação,Mil pessoas,"46,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,"Transporte, armazenagem e correio",tabela_4362_var_4090
293,Unidade da Federação,Mil pessoas,"63,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,Alojamento e alimentação,tabela_4362_var_4090
294,Unidade da Federação,Mil pessoas,"73,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
295,Unidade da Federação,Mil pessoas,"241,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
296,Unidade da Federação,Mil pessoas,"53,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,Outros serviços,tabela_4362_var_4090
297,Unidade da Federação,Mil pessoas,"77,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2014,Serviços domésticos,tabela_4362_var_4090
298,Unidade da Federação,Mil pessoas,"1.420,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Total,tabela_4362_var_4090
299,Unidade da Federação,Mil pessoas,"300,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
300,Unidade da Federação,Mil pessoas,"98,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Indústria geral,tabela_4362_var_4090
301,Unidade da Federação,Mil pessoas,"140,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Construção,tabela_4362_var_4090
302,Unidade da Federação,Mil pessoas,"293,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
303,Unidade da Federação,Mil pessoas,"40,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Transporte, armazenagem e correio",tabela_4362_var_4090
304,Unidade da Federação,Mil pessoas,"77,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Alojamento e alimentação,tabela_4362_var_4090
305,Unidade da Federação,Mil pessoas,"80,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
306,Unidade da Federação,Mil pessoas,"224,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
307,Unidade da Federação,Mil pessoas,"61,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Outros serviços,tabela_4362_var_4090
308,Unidade da Federação,Mil pessoas,"109,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2015,Serviços domésticos,tabela_4362_var_4090
309,Unidade da Federação,Mil pessoas,"1.296,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Total,tabela_4362_var_4090
310,Unidade da Federação,Mil pessoas,"265,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",tabela_4362_var_4090
311,Unidade da Federação,Mil pessoas,"80,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Indústria geral,tabela_4362_var_4090
312,Unidade da Federação,Mil pessoas,"122,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Construção,tabela_4362_var_4090
313,Unidade da Federação,Mil pessoas,"261,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Comércio, reparação de veículos automotores e motocicletas",tabela_4362_var_4090
314,Unidade da Federação,Mil pessoas,"39,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Transporte, armazenagem e correio",tabela_4362_var_4090
315,Unidade da Federação,Mil pessoas,"67,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,Alojamento e alimentação,tabela_4362_var_4090
316,Unidade da Federação,Mil pessoas,"87,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",tabela_4362_var_4090
317,Unidade da Federação,Mil pessoas,"227,00",Piauí,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",tabela_4362_var_4090
